('</s>', '<s>'): 3914
('ratings', 'but'): 1
('more', 'or'): 1
('or', 'just'): 1
('just', 'better'): 1
('better', 'rooms'): 1
('an', 'extent'): 1
('extent', 'that'): 1
('be', 'worth'): 1
('i', 'personally'): 1
('personally', 'preferred'): 1
('preferred', 'the'): 1
('better', 'prices'): 1
('our', 'annual'): 1
('annual', 'anniversary'): 1
('honor', 'my'): 1
('of', 'king'): 1
('instead', 'we'): 1
('received', 'two'): 1
('this', 'seriously'): 1
('seriously', 'decreased'): 1
('decreased', 'our'): 1
('our', 'enjoyment'): 1
('enjoyment', 'of'): 1
('were', 'two'): 1
('two', 'cups'): 1
('cups', 'of'): 1
('coffee', 'complimentary'): 1
('complimentary', 'in'): 1
('no', 'complimentary'): 1
('complimentary', 'coffee'): 1
('coffee', 'anyplace'): 1
('anyplace', 'else'): 1
('business', 'district'): 1
('not', 'appropriate'): 1
('appropriate', 'for'): 1
('pleasure', 'trip'): 1
('employees', 'of'): 1
('of', 'hyatt'): 1
('hyatt', 'were'): 1
('the', 'failure'): 1
('failure', 'to'): 1
('the', 'reserved'): 1
('reserved', 'room'): 1
('great', 'beds'): 1
('beds', ','): 1
('amazing', 'bathroom'): 1
(',', 'nifty'): 1
('nifty', 'view'): 1
('wonderful', 'service'): 1
(',', 'expensive'): 1
('expensive', 'parking'): 1
('40', ','): 1
("'s", 'chicago'): 1
('chicago', ')'): 1
(',', 'speedy'): 1
('speedy', 'in'): 1
('very', 'european'): 1
('european', 'in'): 1
('in', 'sensibility'): 1
('sensibility', 'and'): 1
('with', 'air'): 1
('conditioning', '!'): 1
('came', 'nowhere'): 1
('nowhere', 'near'): 1
('near', 'being'): 1
('being', 'worth'): 1
('price', 'i'): 1
('hotel', 'burnham'): 1
('burnham', 'is'): 1
('is', 'twice'): 1
('was', 'unbelieveably'): 1
('unbelieveably', 'small'): 1
('and', 'smelled'): 1
('smelled', 'terribly'): 1
('terribly', '.'): 1
('twice', 'before'): 1
('before', 'towels'): 1
('towels', 'that'): 1
('requested', 'were'): 1
('delivered', '('): 1
('which', 'frankly'): 1
('frankly', 'may'): 1
('may', 'as'): 1
('well', 'have'): 1
('been', 'paper'): 1
('paper', 'towels'): 1
('nothing', 'plush'): 1
('plush', 'about'): 1
('about', 'them'): 1
('them', 'at'): 1
('all', ')'): 1
('have', 'enough'): 1
('enough', 'pillows'): 1
('requested', 'an'): 1
('extra', 'it'): 1
('never', 'delivered'): 1
('service', 'cart'): 1
('cart', 'was'): 1
('door', 'all'): 1
('hotel', 'seems'): 1
('be', 'its'): 1
('with', 'small'): 1
('but', 'adequate'): 1
('adequate', 'rooms'): 1
('spent', '5-nights'): 1
('5-nights', 'here'): 1
(',', 'saw'): 1
('wicked', 'just'): 1
('transportation', 'to'): 1
('around', 'town'): 1
('bit', 'disappointed'): 1
('the', 'bar/restaurant'): 1
('bar/restaurant', 'which'): 1
('which', 'opened'): 1
('and', 'closed'): 1
('closed', 'it'): 1
("'s", 'kitchen'): 1
('kitchen', 'at'): 1
('at', 'will'): 1
('will', 'without'): 1
('without', 'regard'): 1
('regard', 'to'): 1
('to', 'posted'): 1
('posted', 'hours'): 1
('room', 'description'): 1
('description', 'boasted'): 1
('boasted', 'of'): 1
('of', 'safe'): 1
('safe', "'s"): 1
("'s", 'large'): 1
('large', 'enough'): 1
('to', 'accomodate'): 1
('accomodate', 'a'): 1
('a', 'laptop'): 1
('laptop', ','): 1
('brought', 'mine'): 1
('mine', '.'): 1
('informed', 'after'): 1
('after', 'check-in'): 1
('check-in', 'that'): 1
('the', 'safes'): 1
('safes', 'are'): 1
('in', 'mine'): 1
('mine', ')'): 1
('a', 'side'): 1
('side', 'note'): 1
('that', 'nearly'): 1
('nearly', 'all'): 1
('shops', 'many'): 1
('restaurants', 'closed'): 1
('6pm', 'in'): 1
('...', 'even'): 1
('the', '7-11'): 1
('7-11', '.'): 1
('have', 'traveled'): 1
('have', 'expectations'): 1
('expectations', 'of'): 1
('hotels', 'based'): 1
('on', 'reasonable'): 1
('reasonable', 'comparisons'): 1
('comparisons', '.'): 1
('nothing', 'dramatically'): 1
('dramatically', 'wrong'): 1
('wrong', 'the'): 1
('simply', 'overpriced'): 1
('it', 'almost'): 1
('almost', 'looked'): 1
('looked', 'as'): 1
('if', 'an'): 1
('an', 'accountant'): 1
('accountant', 'walk'): 1
('hotel', 'looking'): 1
('for', 'places'): 1
('costs', '.'): 1
('were', 'old'): 1
('one', 'bar'): 1
('soap', 'in'): 1
(',', 'towels'): 1
('older', 'than'): 1
('some', 'redecorating'): 1
('redecorating', ','): 1
('week', 'i'): 1
('$', '349'): 1
('349', 'per'): 1
('it', 'simply'): 1
('simply', 'was'): 1
('not', 'near'): 1
('quality', 'i'): 1
('that', 'price'): 1
('one', 'positive'): 1
('positive', 'to'): 1
('to', 'notice'): 1
('of', 'aerobic'): 1
('aerobic', 'machines'): 1
('machines', 'with'): 1
('with', 'tvs'): 1
('tvs', ','): 1
(',', 'weights'): 1
('also', 'quite'): 1
('reason', 'for'): 1
('high', 'price'): 1
('with', 'close'): 1
('close', 'walks'): 1
('walks', 'to'): 1
('nicer', 'hotel'): 1
('better', 'price'): 1
("'d", 'been'): 1
('been', 'searching'): 1
('searching', 'for'): 1
(',', 'non-chain'): 1
('non-chain', 'hotel'): 1
('getaway', 'with'): 1
('boyfriend', '.'): 1
("'d", 'found'): 1
('a', 'winner'): 1
('winner', 'in'): 1
('affinia', '...'): 1
('...', 'soo'): 1
('soo', 'disappointed'): 1
('disappointed', '!'): 1
('adults', ','): 1
('was', 'floored'): 1
('floored', ','): 1
('but', 'after'): 1
('a', 'delayed'): 1
('delayed', 'flight'): 1
('flight', 'and'): 1
('2', 'hour'): 1
('hour', 'cab'): 1
('ride', ','): 1
('too', 'tired'): 1
('tired', 'to'): 1
('fuss', '.'): 1
('were', 'hungry'): 1
('hungry', 'after'): 1
('after', 'all'): 1
('the', 'delays'): 1
('delays', 'and'): 1
('and', 'planned'): 1
('planned', 'on'): 1
('on', 'attending'): 1
('attending', 'an'): 1
('an', 'event'): 1
('event', 'that'): 1
('service', 'hoping'): 1
('keep', 'it'): 1
('it', 'simple'): 1
('simple', '.'): 1
('service', 'would'): 1
('my', 'order'): 1
('order', '...'): 1
('nothing', 'happened'): 1
('be', 'late'): 1
('late', 'to'): 1
('our', 'event'): 1
('event', 'so'): 1
('up', 'going'): 1
('special', ';'): 1
(';', 'entree'): 1
('entree', ','): 1
(',', 'dessert'): 1
('dessert', 'and'): 1
('and', 'nab'): 1
('nab', 'for'): 1
('two', 'still'): 1
('still', 'came'): 1
('$', '*'): 1
('no', 'hayseed'): 1
('hayseed', ','): 1
("'m", 'well'): 1
('well', 'aware'): 1
('aware', 'that'): 1
('everything', 'costs'): 1
('costs', 'more'): 1
('more', 'in'): 1
('this', 'just'): 1
('elevator', 'w/'): 1
('w/', 'parking'): 1
('garage', 'view'): 1
('view', '...'): 1
('curtain', 'was'): 1
('was', 'stained'): 1
(',', 'funky'): 1
('funky', 'toilet'): 1
('toilet', 'seat/lid'): 1
('seat/lid', ','): 1
('the', 'vanity'): 1
('vanity', 'featured'): 1
('featured', 'that'): 1
('rude', 'awakening'): 1
('awakening', '``'): 1
('``', 'lighting'): 1
('lighting', 'normally'): 1
('normally', 'found'): 1
('found', 'in'): 1
('in', 'low-rent'): 1
('low-rent', 'dressing'): 1
('dressing', 'rooms'): 1
('``', 'holy'): 1
('holy', 'crap'): 1
('crap', ','): 1
('have', 'i'): 1
('looked', 'that'): 1
('that', 'bad'): 1
('bad', 'this'): 1
('time', '?'): 1
("'re", 'a'): 1
('a', 'traveler'): 1
('who', 'likes'): 1
('likes', 'using'): 1
('in-room', 'coffeemaker'): 1
('coffeemaker', ','): 1
('their', 'chintzy'): 1
('chintzy', 'coffees'): 1
('coffees', '('): 1
('use', 'these'): 1
('these', ','): 1
('...', 'come'): 1
('on', ')'): 1
('enough', 'ambience'): 1
('ambience', 'in'): 1
('the', 'upstairs'): 1
('upstairs', 'bar'): 1
('but', 'weak'): 1
('weak', 'drinks'): 1
('drinks', '...'): 1
('so', 'tiny'): 1
('uncomfortable', 'that'): 1
('i', 'almost'): 1
('almost', 'asked'): 1
('the', 'marathon'): 1
('marathon', 'was'): 1
('that', 'weekend'): 1
('weekend', ';'): 1
('so', 'busy'): 1
('busy', 'i'): 1
('a', 'pest'): 1
('pest', '.'): 1
('so', 'impressed'): 1
('place', 'online'): 1
("'ll", 'happily'): 1
('happily', 'pay'): 1
('pay', 'more'): 1
('more', 'to'): 1
('stay', 'someplace'): 1
('someplace', 'that'): 1
("'s", 'actually'): 1
('treat', '.'): 1
('omni', 'off'): 1
('off', 'an'): 1
('the', 'years'): 1
('personal', 'trips'): 1
('trip', 'started'): 1
('started', 'off'): 1
('off', 'quite'): 1
('quite', 'rocky'): 1
('rocky', ','): 1
('very', 'un-impressed'): 1
('un-impressed', '.'): 1
(')', 'be'): 1
('be', 'aware'): 1
('aware', ','): 1
('new', 'policy'): 1
('policy', 'where'): 1
('charge', 'debit'): 1
('card', '$'): 1
('$', '55'): 1
('55', 'per'): 1
('``', 'incidentals'): 1
('incidentals', '``'): 1
('you', '*'): 1
('*', 'may'): 1
('may', '*'): 1
('*', 'incur'): 1
('incur', '.'): 1
('this', 'if'): 1
('you', 'elect'): 1
('elect', 'not'): 1
('standard', 'credit'): 1
('have', 'booked'): 1
('booked', 'and'): 1
('clerk', 'claimed'): 1
('claimed', '``'): 1
('``', 'all'): 1
('this', 'now'): 1
('now', '``'): 1
('...', 'funny'): 1
('funny', 'how'): 1
('how', 'when'): 1
('a', 'remote'): 1
('remote', 'employee'): 1
('employee', 'at'): 1
('the', "o'hare"): 1
("o'hare", 'hilton'): 1
('business', 'debit'): 1
('never', 'asked'): 1
('for', 'additional'): 1
('additional', 'funds'): 1
('funds', '.'): 1
('a', 'policy'): 1
('policy', 'is'): 1
(',', 'spreading'): 1
('spreading', 'blame'): 1
('blame', 'for'): 1
('another', '.'): 1
('while', 'not'): 1
('problem', 'for'): 1
('who', 'plans'): 1
('plans', 'trips'): 1
('trips', 'down'): 1
('the', 'dollar'): 1
('dollar', 'and'): 1
('and', 'dime'): 1
('dime', 'might'): 1
('might', 'encounter'): 1
('encounter', 'a'): 1
('this', '``'): 1
('``', 'policy'): 1
('policy', '``'): 1
('of', 'theirs'): 1
('theirs', '.'): 1
('my', 'knowledge'): 1
('knowledge', ','): 1
('this', 'sort'): 1
('thing', 'before'): 1
('use', 'credit'): 1
('cards', ','): 1
('its', 'why'): 1
('why', 'i'): 1
('have', 'money'): 1
('money', 'in'): 1
('a', 'recession'): 1
('recession', '.'): 1
('<s>', '='): 1
('=', ')'): 1
(')', '2'): 1
(')', 'rooms'): 1
('but', 'their'): 1
('their', 'in'): 1
('room', 'accoutrements'): 1
('accoutrements', 'and'): 1
('and', 'mini'): 1
('bar', 'items'): 1
('items', 'had'): 1
('no', 'price'): 1
('price', 'list'): 1
('list', '.'): 1
('thing', 'labelled'): 1
('labelled', 'with'): 1
('water', '('): 1
('(', 'about'): 1
('about', '600'): 1
('600', 'ml'): 1
('ml', ')'): 1
('7.50', '.'): 1
('as', 'such'): 1
('such', ','): 1
(',', 'be'): 1
('be', 'careful'): 1
('careful', 'with'): 1
('the', 'tray'): 1
('tray', 'of'): 1
('of', 'goodies'): 1
('goodies', '.'): 1
('water', 'is'): 1
('7.50', ','): 1
(',', 'imagine'): 1
('imagine', 'what'): 1
('the', 'snickers'): 1
('snickers', 'bar'): 1
('bar', 'might'): 1
('might', 'cost'): 1
(')', 'our'): 1
('suite', 'had'): 1
('bathroom', 'sliding'): 1
('door', 'between'): 1
('appeared', 'broken'): 1
('move', '.'): 1
('<s>', 'calling'): 1
('desk', 'resulted'): 1
('resulted', 'in'): 1
('...', 'nothing'): 1
('finally', 'about'): 1
('about', '9:00'): 1
('9:00', 'pm'): 1
('pm', 'i'): 1
('i', 'elected'): 1
('elected', 'to'): 1
('have', 'another'): 1
('another', 'look'): 1
('at', 'it'): 1
('it', 'seemed'): 1
('be', 'off'): 1
('off', 'its'): 1
('its', 'track'): 1
('track', '.'): 1
('to', 'successfully'): 1
('successfully', '``'): 1
('``', 'fix'): 1
('fix', '``'): 1
('``', 'it'): 1
('of', 'response'): 1
('response', 'from'): 1
('from', 'maintenance'): 1
('is', 'sad'): 1
('sad', '.'): 1
('i', 'remember'): 1
('remember', 'this'): 1
('hotel', 'being'): 1
('being', 'much'): 1
('more', 'attentive'): 1
('attentive', 'and'): 1
('and', 'responsive'): 1
('responsive', '.'): 1
('the', 'seem'): 1
('cut', 'a'): 1
('of', 'corners'): 1
('corners', 'on'): 1
('on', 'room'): 1
('room', 'stocking'): 1
('stocking', 'now'): 1
('be', 'skipping'): 1
('skipping', 'the'): 1
('get', 'no'): 1
('seems', 'hilton'): 1
('hilton', 'treats'): 1
('treats', 'people'): 1
('people', 'better'): 1
('better', 'overall'): 1
("'s", 'quite'): 1
('quite', 'sad'): 1
('sad', ','): 1
('of', 'good'): 1
('good', 'memories'): 1
('memories', 'with'): 1
('with', 'omni'): 1
('two', 'teenage'): 1
('teenage', 'daughters'): 1
('daughters', 'duing'): 1
('duing', 'a'): 1
('a', 'part'): 1
('part', 'business'): 1
(',', 'part'): 1
('part', 'family'): 1
('family', 'fun'): 1
('fun', 'trip'): 1
('trip', 'in'): 1
('in', 'july'): 1
('july', '.'): 1
(',', 'within'): 1
('great', 'restraunts'): 1
('restraunts', 'and'): 1
(',', 'inlcuding'): 1
('inlcuding', 'water'): 1
('place', '('): 1
('great', 'mall'): 1
('mall', '!'): 1
('quite', 'disappointed'): 1
('room', 'cleanlinees'): 1
('cleanlinees', 'and'): 1
('and', 'size'): 1
('the', 'bedspreads'): 1
('bedspreads', 'were'): 1
('so', 'thin'): 1
('in', 'dire'): 1
('dire', 'need'): 1
('an', 'upgreade'): 1
('upgreade', '.'): 1
('fan', 'and'): 1
('really', 'smelled'): 1
('smelled', 'badly'): 1
('of', 'mold'): 1
('and', 'mildew'): 1
('mildew', '.'): 1
('shower', 'actually'): 1
('actually', 'had'): 1
('mold', 'in'): 1
('the', 'corners'): 1
('corners', '!'): 1
('very', 'tight'): 1
('tight', 'squeese'): 1
('squeese', 'for'): 1
('<s>', 'especially'): 1
('quite', 'uncomfortable'): 1
('barely', 'fit'): 1
('fit', '6'): 1
('6', 'people'): 1
('people', '!'): 1
('goodness', 'there'): 1
('luckily', 'we'): 1
('paid', 'full'): 1
('only', 'upside'): 1
('upside', 'was'): 1
('also', 'beware-'): 1
('beware-', 'its'): 1
('its', 'cheaper'): 1
('cheaper', 'to'): 1
('airport', 'than'): 1
('<s>', 'millenium'): 1
('millenium', 'promotes'): 1
('promotes', 'the'): 1
('shuttle', 'but'): 1
('but', 'take'): 1
('cab', '!'): 1
('minute', ','): 1
('the', 'cubs'): 1
('cubs', '.'): 1
('after', 'checking'): 1
('checking', 'priceline'): 1
('priceline', 'i'): 1
('book', 'the'): 1
('omni', 'because'): 1
('for', 'airfare'): 1
('airfare', 'and'): 1
('around', 'noon'): 1
('noon', 'and'): 1
('ready', '('): 1
('requested', 'early'): 1
('early', 'arrival'): 1
('arrival', ')'): 1
(')', '.the'): 1
('.the', 'front'): 1
('desk', 'treated'): 1
('us', 'like'): 1
('there', 'best'): 1
('best', 'customers-very'): 1
('customers-very', 'friendly'): 1
('wonderful', 'with'): 1
('modern', 'conviences'): 1
('conviences', 'you'): 1
('an', 'upscale'): 1
('one', 'sign'): 1
('sign', 'of'): 1
('bugs', 'as'): 1
('as', 'mentioned'): 1
('mentioned', 'in'): 1
('previous', 'review-maybe'): 1
('review-maybe', 'those'): 1
('those', 'bed'): 1
('bugs', 'were'): 1
('their', 'luggage'): 1
('transferred', 'into'): 1
('into', 'their'): 1
('then', 'went'): 1
('had', 'lunch'): 1
('lunch', '.'): 1
('our', 'service'): 1
('great', 'as'): 1
('also', 'tried'): 1
('tried', 'several'): 1
('the', 'omni-all'): 1
('omni-all', 'within'): 1
('cleanliness', 'and'): 1
('omni', 'were'): 1
('were', 'incredible'): 1
('definitely', 'go'): 1
('an', 'alternative'): 1
('alternative', 'spot'): 1
('friend', "'s"): 1
("'s", 'wedding'): 1
('50', '%'): 1
('%', 'to'): 1
('to', '65'): 1
('65', '%'): 1
('%', 'of'): 1
('costs', 'to'): 1
('at', 'similar'): 1
('similar', 'hotels'): 1
('the', 'minuses'): 1
('minuses', '.'): 1
('the', 'standard'): 1
('standard', 'rooms'): 1
('more', 'space'): 1
('space', 'you'): 1
('been', 'recently'): 1
('recently', 'rehabbed'): 1
('rehabbed', 'you'): 1
('the', 'stuff'): 1
('stuff', 'that'): 1
('the', 'covered'): 1
('covered', 'or'): 1
('or', 'painted'): 1
('painted', '.'): 1
('really', 'are'): 1
('no', 'views'): 1
('the', 'plusses'): 1
('plusses', '.'): 1
('<s>', 'probably'): 1
('hotel', 'showers'): 1
('showers', 'i'): 1
('seen', '.'): 1
('<s>', 'rain'): 1
('with', 'wand'): 1
('great', 'pressure'): 1
('pressure', 'and'): 1
('the', 'enclosure'): 1
('enclosure', 'did'): 1
("n't", 'leak'): 1
('leak', 'like'): 1
('these', 'shower'): 1
('shower', 'stalls'): 1
('stalls', 'do'): 1
('the', 'fixtures'): 1
('and', 'finishes'): 1
('finishes', 'in'): 1
('some', 'hotels'): 1
('that', 'promote'): 1
('promote', 'their'): 1
('great', 'nights'): 1
('trip', 'where'): 1
('be', 'spending'): 1
('spending', 'much'): 1
('or', 'for'): 1
('work', 'where'): 1
('out', 'your'): 1
('your', 'stuff'): 1
('stuff', 'it'): 1
('might', 'not'): 1
('<s>', 'anyone'): 1
('else', 'should'): 1
('should', 'really'): 1
('i', 'care'): 1
('travel', 'is'): 1
('is', 'having'): 1
('nice', 'bed'): 1
('good', 'shower'): 1
('shower', 'to'): 1
('to', 'relax'): 1
('relax', 'in'): 1
('same', 'this'): 1
('good', 'spot'): 1
('property', ','): 1
('wonderful', 'staff'): 1
('accommodating', 'and'): 1
('polite', '.'): 1
('the', '23rd'): 1
('23rd', 'floor'): 1
('a', 'living'): 1
('a', 'bedroom'): 1
('a', 'plasma'): 1
('plasma', 'tv'): 1
('couch', '.'): 1
('the', 'toiletries'): 1
('toiletries', 'of'): 1
('of', 'very'): 1
('good', 'quality'): 1
('closed', 'they'): 1
('they', 'placed'): 1
('placed', 'an'): 1
('umbrella', ','): 1
('handy', ','): 1
('it', 'rained'): 1
('rained', 'the'): 1
('connection', 'is'): 1
('$', '9.95/24hrs'): 1
('9.95/24hrs', '.'): 1
('return', 'for'): 1
('and', 'often'): 1
('often', 'in'): 1
('on', 'trips'): 1
('at', 'times'): 1
('to', 'even'): 1
('even', 'find'): 1
('those', 'times'): 1
('recently', 'had'): 1
('pay', 'almost'): 1
('400', 'for'): 1
('absolutely', 'not'): 1
('was', 'filled'): 1
('filled', 'to'): 1
('to', 'capacity'): 1
('with', 'conventioneers'): 1
('conventioneers', ','): 1
('so', 'check-in'): 1
('and', 'check-out'): 1
('check-out', 'were'): 1
('were', 'worked'): 1
('worked', 'beyond'): 1
('beyond', 'capacity'): 1
('morning', 'i'): 1
('our', 'elevator'): 1
('elevator', 'stopped'): 1
('stopped', 'at'): 1
('single', 'floor'): 1
('floor', 'from'): 1
('floor', 'down'): 1
('almost', 'completely'): 1
('completely', 'full'): 1
('full', 'when'): 1
('got', 'on'): 1
('only', 'imagine'): 1
('imagine', 'how'): 1
('taken', 'other'): 1
('get', 'downstairs'): 1
('and', 'cramped'): 1
('had', 'obviously'): 1
('obviously', 'been'): 1
('renovated', 'recently'): 1
('and', 'decor'): 1
('decor', 'were'): 1
('high', 'points'): 1
('still', ','): 1
('way', 'overpriced'): 1
('allegro', 'was'): 1
('was', 'prompt'): 1
('my', 'regular'): 1
('regular', 'hotels'): 1
('are', 'booked'): 1
("'ll", 'just'): 1
('just', 'take'): 1
('cab', 'farther'): 1
('farther', 'out'): 1
('out', 'from'): 1
('city', 'because'): 1
('just', 'is'): 1
('we', 'experienced'): 1
('experienced', 'bed'): 1
('bugs', 'in'): 1
('while', 'staying'): 1
('return', 'call'): 1
('from', 'general'): 1
('manager', 'sanjay'): 1
('sanjay', 'mahajan'): 1
('mahajan', 'after'): 1
('after', 'several'): 1
('several', 'voicemails'): 1
('voicemails', '.'): 1
('never', 'return'): 1
('work', 'to'): 1
('spread', 'the'): 1
('the', 'word'): 1
('also', 'heard'): 1
('heard', 'from'): 1
('from', 'several'): 1
('several', 'employees'): 1
('employees', 'from'): 1
('common', 'in'): 1
('really', 'can'): 1
('every', 'member'): 1
('had', 'contact'): 1
('with', 'were'): 1
('were', 'exceptionally'): 1
('exceptionally', 'helpful'): 1
('<s>', 'particular'): 1
('particular', 'mention'): 1
('mention', 'should'): 1
('were', 'amazingly'): 1
('amazingly', 'helpful'): 1
('if', 'only'): 1
('only', 'every'): 1
('were', 'like'): 1
('on', 'december'): 1
('december', '6th'): 1
('6th', ','): 1
(',', '2010'): 1
('2010', 'at'): 1
('3', 'p.m.'): 1
('p.m.', 'to'): 1
('an', 'upcoming'): 1
('upcoming', 'weekend'): 1
('was', 'taken'): 1
('taken', 'aback'): 1
('aback', 'when'): 1
('phone', 'was'): 1
('was', 'picked'): 1
('and', 'promptly'): 1
('promptly', 'hung'): 1
('up', 'without'): 1
('<s>', 'thinking'): 1
('thinking', 'this'): 1
('this', 'might'): 1
('a', 'simple'): 1
('simple', 'mistake'): 1
('mistake', ','): 1
('another', 'try'): 1
('woman', 'introducing'): 1
('introducing', 'herself'): 1
('herself', 'as'): 1
('as', '``'): 1
('``', 'answered'): 1
(',', 'rushed'): 1
('rushed', 'through'): 1
('through', 'her'): 1
(',', 'sounding'): 1
('sounding', 'incredibly'): 1
('incredibly', 'bored'): 1
('bored', 'and'): 1
('to', 'answer'): 1
('<s>', 'barely'): 1
('barely', 'letting'): 1
('letting', 'a'): 1
('second', 'go'): 1
('by', 'after'): 1
('after', 'her'): 1
('she', 'gave'): 1
('a', 'snotty'): 1
('snotty', '``'): 1
('hello', '?'): 1
('could', 'open'): 1
('open', 'my'): 1
('mouth', 'and'): 1
('and', 'tell'): 1
('tell', 'her'): 1
('her', '``'): 1
('``', 'never'): 1
('never', 'mind'): 1
('never', 'has'): 1
('hotel', 'answered'): 1
('answered', 'my'): 1
('call', 'so'): 1
('so', 'rudely'): 1
('rudely', '.'): 1
('give', 'the'): 1
('the', 'benefit'): 1
('benefit', 'of'): 1
('the', 'doubt'): 1
('doubt', 'and'): 1
('and', 'pin'): 1
('pin', 'this'): 1
('this', 'unpleasant'): 1
('unpleasant', 'experience'): 1
('experience', 'to'): 1
('be', 'calling'): 1
('calling', 'back'): 1
('in', 'hopes'): 1
('hopes', 'to'): 1
('during', 'this'): 1
('complaints', 'about'): 1
('to', 'from'): 1
("o'hare", '('): 1
('line', 'on'): 1
('el', 'train'): 1
('train', ')'): 1
('is', 'super'): 1
('super', 'friendly'): 1
('booked', 'an'): 1
('an', 'air/hotel'): 1
('air/hotel', 'package'): 1
('package', 'deal'): 1
('on', 'expedia'): 1
('45', 'extra'): 1
('extra', 'per'): 1
('the', 'excutive'): 1
('excutive', 'level'): 1
('level', '!'): 1
('best', 'decision'): 1
('decision', 'of'): 1
(',', 'down'): 1
('comforter', ','): 1
(',', 'plush'): 1
('plush', 'towels'): 1
('towels', 'etc'): 1
('...', 'it'): 1
('nice', 'continental'): 1
('day', 'snacks'): 1
('snacks', 'and'): 1
('and', 'beverages'): 1
('beverages', 'and'): 1
('great', 'happy'): 1
('hour', '!'): 1
('this', 'every'): 1
('great', '..'): 1
('..', 'lots'): 1
('shopping', 'along'): 1
('along', 'state'): 1
('state', 'st.'): 1
('st.', 'and'): 1
('mile', 'was'): 1
('ride', 'or'): 1
('walk', '!'): 1
('house', '!'): 1
('issue', 'with'): 1
('with', 'housekeeping'): 1
('management', 'did'): 1
('it', 'well'): 1
('were', 'subject'): 1
('subject', 'to'): 1
('brief', 'staff'): 1
('staff', 'strike'): 1
('not', 'inform'): 1
('inform', 'guests'): 1
('fact', 'failed'): 1
('us', 'about'): 1
('the', 'strike'): 1
('room', 'never'): 1
('after', '4'): 1
('4', 'calls'): 1
('hours', 'we'): 1
('get', 'clean'): 1
('towels', '.'): 1
('overall', 'service'): 1
('service', 'other'): 1
('than', 'check'): 1
('poor', 'for'): 1
('a', 'reportedly'): 1
('reportedly', '4'): 1
('the', 'wife'): 1
('last', 'fling'): 1
('fling', 'before'): 1
('before', 'school'): 1
('school', 'started'): 1
('started', 'back'): 1
('i', 'showed'): 1
('showed', 'a'): 1
('little', 'consideration'): 1
('consideration', 'for'): 1
('the', 'friendly'): 1
('friendly', 'attitude'): 1
('attitude', '('): 1
('(', 'small'): 1
('small', 'tip'): 1
('tip', ')'): 1
('huge', 'upper'): 1
('room', 'complete'): 1
('``', 'priceline'): 1
('priceline', '``'): 1
('``', 'glare'): 1
('glare', 'and'): 1
('it', 'paid'): 1
('paid', 'off'): 1
('off', 'for'): 1
('all', 'involved'): 1
('involved', '.'): 1
('air', 'and'): 1
('water', 'show'): 1
('show', 'was'): 1
('was', 'underway'): 1
('underway', 'on'): 1
('had', 'planes'): 1
('planes', 'flying'): 1
('flying', 'over'): 1
('over', 'our'): 1
('kids', 'thought'): 1
('the', 'fireworks'): 1
('fireworks', 'at'): 1
('the', 'sunday'): 1
('morning', 'breakfast'): 1
('not', 'out'): 1
('of', 'reason'): 1
('reason', '.'): 1
('very', 'knowledgeable'): 1
('best', 'times'): 1
('times', 'we'): 1
('just', 'wanted'): 1
('let', 'everyone'): 1
('everyone', 'know'): 1
('rise', 'construction'): 1
('door', 'the'): 1
('swissotel', 'chicago'): 1
('year', 'and'): 1
('an', 'empty'): 1
('empty', 'lot'): 1
('lot', 'next'): 1
('year', 'there'): 1
('a', 'loud'): 1
('site', 'next'): 1
('so', '8'): 1
('8', 'am'): 1
('am', 'saturday'): 1
('saturday', 'morning'): 1
('morning', 'you'): 1
('will', 'hear'): 1
('workers', 'starting'): 1
('starting', '.'): 1
('sure', 'once'): 1
('summer', 'in'): 1
('chicago', 'comes'): 1
('comes', 'around'): 1
('around', 'they'): 1
('work', 'all'): 1
('think', 'as'): 1
('keep', 'adding'): 1
('adding', 'floors'): 1
('floors', 'you'): 1
('look', 'the'): 1
('workers', 'in'): 1
('the', 'eye'): 1
('eye', 'and'): 1
('and', 'wave'): 1
('wave', 'from'): 1
('that', 'used'): 1
('now', 'you'): 1
('an', 'up'): 1
('up', 'close'): 1
('close', 'and'): 1
('personal', 'view'): 1
('people', 'pouring'): 1
('pouring', 'concrete'): 1
('concrete', '.'): 1
('it', 'the'): 1
('is', 'doing'): 1
('doing', 'construction'): 1
('of', 'there'): 1
('there', 'own'): 1
('is', 'block'): 1
('block', 'and'): 1
('and', 'lucky'): 1
('lucky', 'for'): 1
('protestors', 'that'): 1
('are', 'standing'): 1
('tell', 'use'): 1
('use', 'where'): 1
('new', 'entrance'): 1
('entrance', 'was'): 1
('protestors', 'were'): 1
('there', 'because'): 1
('swissotel', 'hired'): 1
('hired', 'a'): 1
('company', 'to'): 1
('to', 'redo'): 1
('redo', 'their'): 1
('their', 'sound'): 1
('not', 'hire'): 1
('hire', 'union'): 1
('union', 'workers'): 1
('workers', '.'): 1
('ask', 'the'): 1
('workers', 'about'): 1
('hear', 'it'): 1
('swissotel', 'does'): 1
('not', 'want'): 1
('want', 'word'): 1
('word', 'getting'): 1
('you', 'insist'): 1
('insist', 'on'): 1
('on', 'trying'): 1
('trying', 'it'): 1
('for', 'yourself'): 1
('yourself', 'do'): 1
('advance', 'they'): 1
('you', 'out'): 1
('are', 'stuck'): 1
('stuck', '.'): 1
